Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
HG4,NO,15/01/2013 20:30,13,ug m-3,P
HG4,NO,15/01/2013 20:45,9,ug m-3,P
HG4,NO,15/01/2013 21:00,6,ug m-3,P
HG4,NO,15/01/2013 21:15,7,ug m-3,P
HG4,NO,15/01/2013 21:30,8,ug m-3,P
HG4,NO,15/01/2013 21:45,11,ug m-3,P
HG4,NO,15/01/2013 22:00,17,ug m-3,P
HG4,NO,15/01/2013 22:15,40,ug m-3,P
HG4,NO,15/01/2013 22:30,43,ug m-3,P
HG4,NO,15/01/2013 22:45,44,ug m-3,P
HG4,NO,15/01/2013 23:00,42,ug m-3,P
HG4,NO,15/01/2013 23:15,46,ug m-3,P
HG4,NO,15/01/2013 23:30,48,ug m-3,P
HG4,NO,15/01/2013 23:45,49,ug m-3,P
HG4,NO,16/01/2013 00:00,52,ug m-3,P
HG4,NO,16/01/2013 00:15,48,ug m-3,P
HG4,NO,16/01/2013 00:30,46,ug m-3,P
HG4,NO,16/01/2013 00:45,,ug m-3,P
HG4,NO,16/01/2013 01:00,,ug m-3,P
HG4,NO,16/01/2013 01:15,28,ug m-3,P
HG4,NO,16/01/2013 01:30,12,ug m-3,P
HG4,NO,16/01/2013 01:45,14,ug m-3,P
HG4,NO,16/01/2013 02:00,13,ug m-3,P
HG4,NO,16/01/2013 02:15,12,ug m-3,P
HG4,NO,16/01/2013 02:30,9,ug m-3,P
HG4,NO,16/01/2013 02:45,10,ug m-3,P
HG4,NO,16/01/2013 03:00,10,ug m-3,P
HG4,NO,16/01/2013 03:15,11,ug m-3,P
HG4,NO,16/01/2013 03:30,9,ug m-3,P
HG4,NO,16/01/2013 03:45,9,ug m-3,P
HG4,NO,16/01/2013 04:00,5,ug m-3,P
HG4,NO,16/01/2013 04:15,5,ug m-3,P
HG4,NO,16/01/2013 04:30,4,ug m-3,P
HG4,NO,16/01/2013 04:45,4,ug m-3,P
HG4,NO,16/01/2013 05:00,6,ug m-3,P
HG4,NO,16/01/2013 05:15,8,ug m-3,P
HG4,NO,16/01/2013 05:30,7,ug m-3,P
HG4,NO,16/01/2013 05:45,6,ug m-3,P
HG4,NO,16/01/2013 06:00,7,ug m-3,P
HG4,NO,16/01/2013 06:15,8,ug m-3,P
HG4,NO,16/01/2013 06:30,8,ug m-3,P
HG4,NO,16/01/2013 06:45,8,ug m-3,P
HG4,NO,16/01/2013 07:00,11,ug m-3,P
HG4,NO,16/01/2013 07:15,15,ug m-3,P
HG4,NO,16/01/2013 07:30,21,ug m-3,P
HG4,NO,16/01/2013 07:45,19,ug m-3,P
HG4,NO,16/01/2013 08:00,52,ug m-3,P
HG4,NO,16/01/2013 08:15,31,ug m-3,P
HG4,NO,16/01/2013 08:30,33,ug m-3,P
HG4,NO,16/01/2013 08:45,36,ug m-3,P
HG4,NO,16/01/2013 09:00,27,ug m-3,P
HG4,NO,16/01/2013 09:15,33,ug m-3,P
HG4,NO,16/01/2013 09:30,47,ug m-3,P
HG4,NO,16/01/2013 09:45,31,ug m-3,P
HG4,NO,16/01/2013 10:00,36,ug m-3,P
HG4,NO,16/01/2013 10:15,36,ug m-3,P
HG4,NO,16/01/2013 10:30,34,ug m-3,P
HG4,NO,16/01/2013 10:45,38,ug m-3,P
HG4,NO,16/01/2013 11:00,38,ug m-3,P
HG4,NO,16/01/2013 11:15,36,ug m-3,P
HG4,NO,16/01/2013 11:30,38,ug m-3,P
HG4,NO,16/01/2013 11:45,43,ug m-3,P
HG4,NO,16/01/2013 12:00,52,ug m-3,P
HG4,NO,16/01/2013 12:15,41,ug m-3,P
HG4,NO,16/01/2013 12:30,40,ug m-3,P
HG4,NO,16/01/2013 12:45,37,ug m-3,P
HG4,NO,16/01/2013 13:00,35,ug m-3,P
HG4,NO,16/01/2013 13:15,30,ug m-3,P
HG4,NO,16/01/2013 13:30,29,ug m-3,P
HG4,NO,16/01/2013 13:45,25,ug m-3,P
HG4,NO,16/01/2013 14:00,27,ug m-3,P
HG4,NO,16/01/2013 14:15,26,ug m-3,P
HG4,NO,16/01/2013 14:30,25,ug m-3,P
HG4,NO,16/01/2013 14:45,24,ug m-3,P
HG4,NO,16/01/2013 15:00,28,ug m-3,P
HG4,NO,16/01/2013 15:15,27,ug m-3,P
HG4,NO,16/01/2013 15:30,28,ug m-3,P
HG4,NO,16/01/2013 15:45,32,ug m-3,P
HG4,NO,16/01/2013 16:00,31,ug m-3,P
HG4,NO,16/01/2013 16:15,34,ug m-3,P
HG4,NO,16/01/2013 16:30,38,ug m-3,P
HG4,NO,16/01/2013 16:45,43,ug m-3,P
HG4,NO,16/01/2013 17:00,53,ug m-3,P
HG4,NO,16/01/2013 17:15,57,ug m-3,P
HG4,NO,16/01/2013 17:30,67,ug m-3,P
HG4,NO,16/01/2013 17:45,84,ug m-3,P
HG4,NO,16/01/2013 18:00,93,ug m-3,P
HG4,NO,16/01/2013 18:15,99,ug m-3,P
HG4,NO,16/01/2013 18:30,105,ug m-3,P
HG4,NO,16/01/2013 18:45,113,ug m-3,P
HG4,NO,16/01/2013 19:00,107,ug m-3,P
HG4,NO,16/01/2013 19:15,92,ug m-3,P
HG4,NO,16/01/2013 19:30,100,ug m-3,P
HG4,NO,16/01/2013 19:45,120,ug m-3,P
HG4,NO,16/01/2013 20:00,147,ug m-3,P
HG4,NO,16/01/2013 20:15,153,ug m-3,P
HG4,NO,16/01/2013 20:30,157,ug m-3,P
HG4,NO,16/01/2013 20:45,175,ug m-3,P
HG4,NO,16/01/2013 21:00,167,ug m-3,P
HG4,NO,16/01/2013 21:15,126,ug m-3,P
HG4,NO,16/01/2013 21:30,118,ug m-3,P
HG4,NO,16/01/2013 21:45,112,ug m-3,P
HG4,NO,16/01/2013 22:00,104,ug m-3,P
HG4,NO,16/01/2013 22:15,83,ug m-3,P
HG4,NO,16/01/2013 22:30,82,ug m-3,P
HG4,NO,16/01/2013 22:45,80,ug m-3,P
HG4,NO,16/01/2013 23:00,80,ug m-3,P
HG4,NO,16/01/2013 23:15,76,ug m-3,P
HG4,NO,16/01/2013 23:30,71,ug m-3,P
HG4,NO,16/01/2013 23:45,67,ug m-3,P
HG4,NO,17/01/2013 00:00,64,ug m-3,P
HG4,NO,17/01/2013 00:15,69,ug m-3,P
HG4,NO,17/01/2013 00:30,58,ug m-3,P
HG4,NO,17/01/2013 00:45,,ug m-3,P
HG4,NO,17/01/2013 01:00,,ug m-3,P
HG4,NO,17/01/2013 01:15,56,ug m-3,P
HG4,NO,17/01/2013 01:30,56,ug m-3,P
HG4,NO,17/01/2013 01:45,58,ug m-3,P
HG4,NO,17/01/2013 02:00,54,ug m-3,P
HG4,NO,17/01/2013 02:15,46,ug m-3,P
HG4,NO,17/01/2013 02:30,46,ug m-3,P
HG4,NO,17/01/2013 02:45,47,ug m-3,P
HG4,NO,17/01/2013 03:00,49,ug m-3,P
HG4,NO,17/01/2013 03:15,53,ug m-3,P
HG4,NO,17/01/2013 03:30,55,ug m-3,P
HG4,NO,17/01/2013 03:45,59,ug m-3,P
HG4,NO,17/01/2013 04:00,57,ug m-3,P
HG4,NO,17/01/2013 04:15,55,ug m-3,P
HG4,NO,17/01/2013 04:30,56,ug m-3,P
HG4,NO,17/01/2013 04:45,54,ug m-3,P
HG4,NO,17/01/2013 05:00,50,ug m-3,P
HG4,NO,17/01/2013 05:15,45,ug m-3,P
HG4,NO,17/01/2013 05:30,47,ug m-3,P
HG4,NO,17/01/2013 05:45,50,ug m-3,P
HG4,NO,17/01/2013 06:00,62,ug m-3,P
HG4,NO,17/01/2013 06:15,70,ug m-3,P
HG4,NO,17/01/2013 06:30,84,ug m-3,P
HG4,NO,17/01/2013 06:45,83,ug m-3,P
HG4,NO,17/01/2013 07:00,84,ug m-3,P
HG4,NO,17/01/2013 07:15,105,ug m-3,P
HG4,NO,17/01/2013 07:30,125,ug m-3,P
HG4,NO,17/01/2013 07:45,152,ug m-3,P
HG4,NO,17/01/2013 08:00,191,ug m-3,P
HG4,NO,17/01/2013 08:15,185,ug m-3,P
HG4,NO,17/01/2013 08:30,246,ug m-3,P
HG4,NO,17/01/2013 08:45,275,ug m-3,P
HG4,NO,17/01/2013 09:00,321,ug m-3,P
HG4,NO,17/01/2013 09:15,338,ug m-3,P
HG4,NO,17/01/2013 09:30,358,ug m-3,P
HG4,NO,17/01/2013 09:45,361,ug m-3,P
HG4,NO,17/01/2013 10:00,349,ug m-3,P
HG4,NO,17/01/2013 10:15,310,ug m-3,P
HG4,NO,17/01/2013 10:30,258,ug m-3,P
HG4,NO,17/01/2013 10:45,251,ug m-3,P
HG4,NO,17/01/2013 11:00,271,ug m-3,P
HG4,NO,17/01/2013 11:15,267,ug m-3,P
HG4,NO,17/01/2013 11:30,261,ug m-3,P
HG4,NO,17/01/2013 11:45,206,ug m-3,P
HG4,NO,17/01/2013 12:00,180,ug m-3,P
HG4,NO,17/01/2013 12:15,150,ug m-3,P
HG4,NO,17/01/2013 12:30,130,ug m-3,P
HG4,NO,17/01/2013 12:45,111,ug m-3,P
HG4,NO,17/01/2013 13:00,99,ug m-3,P
HG4,NO,17/01/2013 13:15,84,ug m-3,P
HG4,NO,17/01/2013 13:30,80,ug m-3,P
HG4,NO,17/01/2013 13:45,86,ug m-3,P
HG4,NO,17/01/2013 14:00,91,ug m-3,P
HG4,NO,17/01/2013 14:15,110,ug m-3,P
HG4,NO,17/01/2013 14:30,110,ug m-3,P
HG4,NO,17/01/2013 14:45,113,ug m-3,P
HG4,NO,17/01/2013 15:00,134,ug m-3,P
HG4,NO,17/01/2013 15:15,135,ug m-3,P
HG4,NO,17/01/2013 15:30,114,ug m-3,P
HG4,NO,17/01/2013 15:45,105,ug m-3,P
HG4,NO,17/01/2013 16:00,104,ug m-3,P
HG4,NO,17/01/2013 16:15,93,ug m-3,P
HG4,NO,17/01/2013 16:30,75,ug m-3,P
HG4,NO,17/01/2013 16:45,78,ug m-3,P
HG4,NO,17/01/2013 17:00,84,ug m-3,P
HG4,NO,17/01/2013 17:15,76,ug m-3,P
HG4,NO,17/01/2013 17:30,75,ug m-3,P
HG4,NO,17/01/2013 17:45,76,ug m-3,P
HG4,NO,17/01/2013 18:00,68,ug m-3,P
HG4,NO,17/01/2013 18:15,69,ug m-3,P
HG4,NO,17/01/2013 18:30,78,ug m-3,P
HG4,NO,17/01/2013 18:45,87,ug m-3,P
HG4,NO,17/01/2013 19:00,87,ug m-3,P
HG4,NO,17/01/2013 19:15,99,ug m-3,P
HG4,NO,17/01/2013 19:30,91,ug m-3,P
HG4,NO,17/01/2013 19:45,75,ug m-3,P
HG4,NO,17/01/2013 20:00,75,ug m-3,P
HG4,NO,17/01/2013 20:15,70,ug m-3,P
HG4,NO,17/01/2013 20:30,64,ug m-3,P
HG4,NO,17/01/2013 20:45,68,ug m-3,P
HG4,NO,17/01/2013 21:00,68,ug m-3,P
HG4,NO,17/01/2013 21:15,70,ug m-3,P
HG4,NO,17/01/2013 21:30,75,ug m-3,P
HG4,NO,17/01/2013 21:45,76,ug m-3,P
HG4,NO,17/01/2013 22:00,76,ug m-3,P
HG4,NO,17/01/2013 22:15,79,ug m-3,P
HG4,NO,17/01/2013 22:30,78,ug m-3,P
HG4,NO,17/01/2013 22:45,72,ug m-3,P
HG4,NO,17/01/2013 23:00,56,ug m-3,P
HG4,NO,17/01/2013 23:15,25,ug m-3,P
HG4,NO,17/01/2013 23:30,24,ug m-3,P
HG4,NO,17/01/2013 23:45,21,ug m-3,P
HG4,NO,18/01/2013 00:00,9,ug m-3,P
HG4,NO,18/01/2013 00:15,8,ug m-3,P
HG4,NO,18/01/2013 00:30,14,ug m-3,P
HG4,NO,18/01/2013 00:45,,ug m-3,P
HG4,NO,18/01/2013 01:00,,ug m-3,P
HG4,NO,18/01/2013 01:15,6,ug m-3,P
HG4,NO,18/01/2013 01:30,5,ug m-3,P
HG4,NO,18/01/2013 01:45,4,ug m-3,P
HG4,NO,18/01/2013 02:00,3,ug m-3,P
HG4,NO,18/01/2013 02:15,3,ug m-3,P
HG4,NO,18/01/2013 02:30,3,ug m-3,P
HG4,NO,18/01/2013 02:45,3,ug m-3,P
HG4,NO,18/01/2013 03:00,3,ug m-3,P
HG4,NO,18/01/2013 03:15,3,ug m-3,P
HG4,NO,18/01/2013 03:30,3,ug m-3,P
HG4,NO,18/01/2013 03:45,4,ug m-3,P
HG4,NO,18/01/2013 04:00,4,ug m-3,P
HG4,NO,18/01/2013 04:15,4,ug m-3,P
HG4,NO,18/01/2013 04:30,4,ug m-3,P
HG4,NO,18/01/2013 04:45,5,ug m-3,P
HG4,NO,18/01/2013 05:00,5,ug m-3,P
HG4,NO,18/01/2013 05:15,6,ug m-3,P
HG4,NO,18/01/2013 05:30,6,ug m-3,P
HG4,NO,18/01/2013 05:45,6,ug m-3,P
HG4,NO,18/01/2013 06:00,8,ug m-3,P
HG4,NO,18/01/2013 06:15,8,ug m-3,P
HG4,NO,18/01/2013 06:30,7,ug m-3,P
HG4,NO,18/01/2013 06:45,6,ug m-3,P
HG4,NO,18/01/2013 07:00,7,ug m-3,P
HG4,NO,18/01/2013 07:15,7,ug m-3,P
HG4,NO,18/01/2013 07:30,10,ug m-3,P
HG4,NO,18/01/2013 07:45,19,ug m-3,P
HG4,NO,18/01/2013 08:00,12,ug m-3,P
HG4,NO,18/01/2013 08:15,12,ug m-3,P
HG4,NO,18/01/2013 08:30,11,ug m-3,P
HG4,NO,18/01/2013 08:45,9,ug m-3,P
HG4,NO,18/01/2013 09:00,11,ug m-3,P
HG4,NO,18/01/2013 09:15,12,ug m-3,P
HG4,NO,18/01/2013 09:30,19,ug m-3,P
HG4,NO,18/01/2013 09:45,21,ug m-3,P
HG4,NO,18/01/2013 10:00,25,ug m-3,P
HG4,NO,18/01/2013 10:15,25,ug m-3,P
HG4,NO,18/01/2013 10:30,23,ug m-3,P
HG4,NO,18/01/2013 10:45,21,ug m-3,P
HG4,NO,18/01/2013 11:00,15,ug m-3,P
HG4,NO,18/01/2013 11:15,17,ug m-3,P
HG4,NO,18/01/2013 11:30,23,ug m-3,P
HG4,NO,18/01/2013 11:45,23,ug m-3,P
HG4,NO,18/01/2013 12:00,22,ug m-3,P
HG4,NO,18/01/2013 12:15,22,ug m-3,P
HG4,NO,18/01/2013 12:30,23,ug m-3,P
HG4,NO,18/01/2013 12:45,23,ug m-3,P
HG4,NO,18/01/2013 13:00,24,ug m-3,P
HG4,NO,18/01/2013 13:15,18,ug m-3,P
HG4,NO,18/01/2013 13:30,14,ug m-3,P
HG4,NO,18/01/2013 13:45,17,ug m-3,P
HG4,NO,18/01/2013 14:00,19,ug m-3,P
HG4,NO,18/01/2013 14:15,15,ug m-3,P
HG4,NO,18/01/2013 14:30,12,ug m-3,P
HG4,NO,18/01/2013 14:45,11,ug m-3,P
HG4,NO,18/01/2013 15:00,12,ug m-3,P
HG4,NO,18/01/2013 15:15,10,ug m-3,P
HG4,NO,18/01/2013 15:30,11,ug m-3,P
HG4,NO,18/01/2013 15:45,10,ug m-3,P
HG4,NO,18/01/2013 16:00,11,ug m-3,P
HG4,NO,18/01/2013 16:15,13,ug m-3,P
HG4,NO,18/01/2013 16:30,14,ug m-3,P
HG4,NO,18/01/2013 16:45,13,ug m-3,P
HG4,NO,18/01/2013 17:00,15,ug m-3,P
HG4,NO,18/01/2013 17:15,14,ug m-3,P
HG4,NO,18/01/2013 17:30,15,ug m-3,P
HG4,NO,18/01/2013 17:45,15,ug m-3,P
HG4,NO,18/01/2013 18:00,11,ug m-3,P
HG4,NO,18/01/2013 18:15,12,ug m-3,P
HG4,NO,18/01/2013 18:30,11,ug m-3,P
HG4,NO,18/01/2013 18:45,12,ug m-3,P
HG4,NO,18/01/2013 19:00,12,ug m-3,P
HG4,NO,18/01/2013 19:15,12,ug m-3,P
HG4,NO,18/01/2013 19:30,14,ug m-3,P
HG4,NO,18/01/2013 19:45,13,ug m-3,P
HG4,NO,18/01/2013 20:00,12,ug m-3,P
HG4,NO,18/01/2013 20:15,11,ug m-3,P
HG4,NO,18/01/2013 20:30,13,ug m-3,P
HG4,NO,18/01/2013 20:45,13,ug m-3,P
HG4,NO,18/01/2013 21:00,11,ug m-3,P
HG4,NO,18/01/2013 21:15,11,ug m-3,P
HG4,NO,18/01/2013 21:30,12,ug m-3,P
HG4,NO,18/01/2013 21:45,12,ug m-3,P
HG4,NO,18/01/2013 22:00,13,ug m-3,P
HG4,NO,18/01/2013 22:15,13,ug m-3,P
HG4,NO,18/01/2013 22:30,13,ug m-3,P
HG4,NO,18/01/2013 22:45,12,ug m-3,P
HG4,NO,18/01/2013 23:00,10,ug m-3,P
HG4,NO,18/01/2013 23:15,9,ug m-3,P
HG4,NO,18/01/2013 23:30,8,ug m-3,P
HG4,NO,18/01/2013 23:45,8,ug m-3,P
HG4,NO,19/01/2013 00:00,8,ug m-3,P
HG4,NO,19/01/2013 00:15,7,ug m-3,P
HG4,NO,19/01/2013 00:30,7,ug m-3,P
HG4,NO,19/01/2013 00:45,,ug m-3,P
HG4,NO,19/01/2013 01:00,,ug m-3,P
HG4,NO,19/01/2013 01:15,5,ug m-3,P
HG4,NO,19/01/2013 01:30,5,ug m-3,P
HG4,NO,19/01/2013 01:45,4,ug m-3,P
HG4,NO,19/01/2013 02:00,4,ug m-3,P
HG4,NO,19/01/2013 02:15,4,ug m-3,P
HG4,NO,19/01/2013 02:30,4,ug m-3,P
HG4,NO,19/01/2013 02:45,4,ug m-3,P
HG4,NO,19/01/2013 03:00,4,ug m-3,P
HG4,NO,19/01/2013 03:15,4,ug m-3,P
HG4,NO,19/01/2013 03:30,4,ug m-3,P
HG4,NO,19/01/2013 03:45,4,ug m-3,P
HG4,NO,19/01/2013 04:00,4,ug m-3,P
HG4,NO,19/01/2013 04:15,4,ug m-3,P
HG4,NO,19/01/2013 04:30,5,ug m-3,P
HG4,NO,19/01/2013 04:45,6,ug m-3,P
HG4,NO,19/01/2013 05:00,6,ug m-3,P
HG4,NO,19/01/2013 05:15,6,ug m-3,P
HG4,NO,19/01/2013 05:30,7,ug m-3,P
HG4,NO,19/01/2013 05:45,7,ug m-3,P
HG4,NO,19/01/2013 06:00,8,ug m-3,P
HG4,NO,19/01/2013 06:15,9,ug m-3,P
HG4,NO,19/01/2013 06:30,7,ug m-3,P
HG4,NO,19/01/2013 06:45,8,ug m-3,P
HG4,NO,19/01/2013 07:00,10,ug m-3,P
HG4,NO,19/01/2013 07:15,7,ug m-3,P
HG4,NO,19/01/2013 07:30,6,ug m-3,P
HG4,NO,19/01/2013 07:45,6,ug m-3,P
HG4,NO,19/01/2013 08:00,7,ug m-3,P
HG4,NO,19/01/2013 08:15,9,ug m-3,P
HG4,NO,19/01/2013 08:30,6,ug m-3,P
HG4,NO,19/01/2013 08:45,6,ug m-3,P
HG4,NO,19/01/2013 09:00,6,ug m-3,P
HG4,NO,19/01/2013 09:15,6,ug m-3,P
HG4,NO,19/01/2013 09:30,6,ug m-3,P
HG4,NO,19/01/2013 09:45,6,ug m-3,P
HG4,NO,19/01/2013 10:00,7,ug m-3,P
HG4,NO,19/01/2013 10:15,7,ug m-3,P
HG4,NO,19/01/2013 10:30,7,ug m-3,P
HG4,NO,19/01/2013 10:45,7,ug m-3,P
HG4,NO,19/01/2013 11:00,7,ug m-3,P
HG4,NO,19/01/2013 11:15,7,ug m-3,P
HG4,NO,19/01/2013 11:30,8,ug m-3,P
HG4,NO,19/01/2013 11:45,8,ug m-3,P
HG4,NO,19/01/2013 12:00,7,ug m-3,P
HG4,NO,19/01/2013 12:15,7,ug m-3,P
HG4,NO,19/01/2013 12:30,7,ug m-3,P
HG4,NO,19/01/2013 12:45,7,ug m-3,P
HG4,NO,19/01/2013 13:00,7,ug m-3,P
HG4,NO,19/01/2013 13:15,8,ug m-3,P
HG4,NO,19/01/2013 13:30,7,ug m-3,P
HG4,NO,19/01/2013 13:45,5,ug m-3,P
HG4,NO,19/01/2013 14:00,6,ug m-3,P
HG4,NO,19/01/2013 14:15,6,ug m-3,P
HG4,NO,19/01/2013 14:30,5,ug m-3,P
HG4,NO,19/01/2013 14:45,5,ug m-3,P
HG4,NO,19/01/2013 15:00,5,ug m-3,P
HG4,NO,19/01/2013 15:15,5,ug m-3,P
HG4,NO,19/01/2013 15:30,5,ug m-3,P
HG4,NO,19/01/2013 15:45,5,ug m-3,P
HG4,NO,19/01/2013 16:00,4,ug m-3,P
HG4,NO,19/01/2013 16:15,4,ug m-3,P
HG4,NO,19/01/2013 16:30,5,ug m-3,P
HG4,NO,19/01/2013 16:45,5,ug m-3,P
HG4,NO,19/01/2013 17:00,4,ug m-3,P
HG4,NO,19/01/2013 17:15,4,ug m-3,P
HG4,NO,19/01/2013 17:30,4,ug m-3,P
HG4,NO,19/01/2013 17:45,4,ug m-3,P
HG4,NO,19/01/2013 18:00,3,ug m-3,P
HG4,NO,19/01/2013 18:15,3,ug m-3,P
HG4,NO,19/01/2013 18:30,4,ug m-3,P
HG4,NO,19/01/2013 18:45,4,ug m-3,P
HG4,NO,19/01/2013 19:00,4,ug m-3,P
HG4,NO,19/01/2013 19:15,4,ug m-3,P
HG4,NO,19/01/2013 19:30,4,ug m-3,P
HG4,NO,19/01/2013 19:45,4,ug m-3,P
HG4,NO,19/01/2013 20:00,3,ug m-3,P
HG4,NO,19/01/2013 20:15,3,ug m-3,P
HG4,NO,19/01/2013 20:30,3,ug m-3,P
HG4,NO,19/01/2013 20:45,3,ug m-3,P
HG4,NO,19/01/2013 21:00,3,ug m-3,P
HG4,NO,19/01/2013 21:15,3,ug m-3,P
HG4,NO,19/01/2013 21:30,3,ug m-3,P
HG4,NO,19/01/2013 21:45,3,ug m-3,P
HG4,NO,19/01/2013 22:00,3,ug m-3,P
HG4,NO,19/01/2013 22:15,3,ug m-3,P
HG4,NO,19/01/2013 22:30,3,ug m-3,P
HG4,NO,19/01/2013 22:45,3,ug m-3,P
HG4,NO,19/01/2013 23:00,3,ug m-3,P
HG4,NO,19/01/2013 23:15,3,ug m-3,P
HG4,NO,19/01/2013 23:30,3,ug m-3,P
HG4,NO,19/01/2013 23:45,3,ug m-3,P
HG4,NO,20/01/2013 00:00,3,ug m-3,P
HG4,NO,20/01/2013 00:15,3,ug m-3,P
HG4,NO,20/01/2013 00:30,3,ug m-3,P
HG4,NO,20/01/2013 00:45,,ug m-3,P
HG4,NO,20/01/2013 01:00,,ug m-3,P
HG4,NO,20/01/2013 01:15,3,ug m-3,P
HG4,NO,20/01/2013 01:30,3,ug m-3,P
HG4,NO,20/01/2013 01:45,3,ug m-3,P
HG4,NO,20/01/2013 02:00,3,ug m-3,P
HG4,NO,20/01/2013 02:15,3,ug m-3,P
HG4,NO,20/01/2013 02:30,3,ug m-3,P
HG4,NO,20/01/2013 02:45,3,ug m-3,P
HG4,NO,20/01/2013 03:00,3,ug m-3,P
HG4,NO,20/01/2013 03:15,3,ug m-3,P
HG4,NO,20/01/2013 03:30,3,ug m-3,P
HG4,NO,20/01/2013 03:45,3,ug m-3,P
HG4,NO,20/01/2013 04:00,3,ug m-3,P
HG4,NO,20/01/2013 04:15,3,ug m-3,P
HG4,NO,20/01/2013 04:30,3,ug m-3,P
HG4,NO,20/01/2013 04:45,3,ug m-3,P
HG4,NO,20/01/2013 05:00,3,ug m-3,P
HG4,NO,20/01/2013 05:15,3,ug m-3,P
HG4,NO,20/01/2013 05:30,3,ug m-3,P
HG4,NO,20/01/2013 05:45,3,ug m-3,P
HG4,NO,20/01/2013 06:00,3,ug m-3,P
HG4,NO,20/01/2013 06:15,3,ug m-3,P
HG4,NO,20/01/2013 06:30,3,ug m-3,P
HG4,NO,20/01/2013 06:45,3,ug m-3,P
HG4,NO,20/01/2013 07:00,3,ug m-3,P
HG4,NO,20/01/2013 07:15,3,ug m-3,P
HG4,NO,20/01/2013 07:30,3,ug m-3,P
HG4,NO,20/01/2013 07:45,3,ug m-3,P
HG4,NO,20/01/2013 08:00,3,ug m-3,P
HG4,NO,20/01/2013 08:15,3,ug m-3,P
HG4,NO,20/01/2013 08:30,3,ug m-3,P
HG4,NO,20/01/2013 08:45,3,ug m-3,P
HG4,NO,20/01/2013 09:00,4,ug m-3,P
HG4,NO,20/01/2013 09:15,4,ug m-3,P
HG4,NO,20/01/2013 09:30,5,ug m-3,P
HG4,NO,20/01/2013 09:45,5,ug m-3,P
HG4,NO,20/01/2013 10:00,5,ug m-3,P
HG4,NO,20/01/2013 10:15,5,ug m-3,P
HG4,NO,20/01/2013 10:30,5,ug m-3,P
HG4,NO,20/01/2013 10:45,5,ug m-3,P
HG4,NO,20/01/2013 11:00,5,ug m-3,P
HG4,NO,20/01/2013 11:15,5,ug m-3,P
HG4,NO,20/01/2013 11:30,5,ug m-3,P
HG4,NO,20/01/2013 11:45,6,ug m-3,P
HG4,NO,20/01/2013 12:00,6,ug m-3,P
HG4,NO,20/01/2013 12:15,7,ug m-3,P
HG4,NO,20/01/2013 12:30,8,ug m-3,P
HG4,NO,20/01/2013 12:45,7,ug m-3,P
HG4,NO,20/01/2013 13:00,7,ug m-3,P
HG4,NO,20/01/2013 13:15,7,ug m-3,P
HG4,NO,20/01/2013 13:30,6,ug m-3,P
HG4,NO,20/01/2013 13:45,5,ug m-3,P
HG4,NO,20/01/2013 14:00,5,ug m-3,P
HG4,NO,20/01/2013 14:15,5,ug m-3,P
HG4,NO,20/01/2013 14:30,5,ug m-3,P
HG4,NO,20/01/2013 14:45,5,ug m-3,P
HG4,NO,20/01/2013 15:00,5,ug m-3,P
HG4,NO,20/01/2013 15:15,6,ug m-3,P
HG4,NO,20/01/2013 15:30,5,ug m-3,P
HG4,NO,20/01/2013 15:45,5,ug m-3,P
HG4,NO,20/01/2013 16:00,5,ug m-3,P
HG4,NO,20/01/2013 16:15,5,ug m-3,P
HG4,NO,20/01/2013 16:30,4,ug m-3,P
HG4,NO,20/01/2013 16:45,5,ug m-3,P
HG4,NO,20/01/2013 17:00,4,ug m-3,P
HG4,NO,20/01/2013 17:15,4,ug m-3,P
HG4,NO,20/01/2013 17:30,4,ug m-3,P
HG4,NO,20/01/2013 17:45,4,ug m-3,P
HG4,NO,20/01/2013 18:00,4,ug m-3,P
HG4,NO,20/01/2013 18:15,4,ug m-3,P
HG4,NO,20/01/2013 18:30,4,ug m-3,P
HG4,NO,20/01/2013 18:45,4,ug m-3,P
HG4,NO,20/01/2013 19:00,4,ug m-3,P
HG4,NO,20/01/2013 19:15,4,ug m-3,P
HG4,NO,20/01/2013 19:30,4,ug m-3,P
HG4,NO,20/01/2013 19:45,4,ug m-3,P
HG4,NO,20/01/2013 20:00,4,ug m-3,P
HG4,NO,20/01/2013 20:15,4,ug m-3,P
HG4,NO,20/01/2013 20:30,4,ug m-3,P
HG4,NO,20/01/2013 20:45,4,ug m-3,P
HG4,NO,20/01/2013 21:00,4,ug m-3,P
HG4,NO,20/01/2013 21:15,3,ug m-3,P
HG4,NO,20/01/2013 21:30,4,ug m-3,P
HG4,NO,20/01/2013 21:45,4,ug m-3,P
HG4,NO,20/01/2013 22:00,4,ug m-3,P
HG4,NO,20/01/2013 22:15,4,ug m-3,P
HG4,NO,20/01/2013 22:30,4,ug m-3,P
HG4,NO,20/01/2013 22:45,4,ug m-3,P
HG4,NO,20/01/2013 23:00,3,ug m-3,P
HG4,NO,20/01/2013 23:15,4,ug m-3,P
HG4,NO,20/01/2013 23:30,4,ug m-3,P
HG4,NO,20/01/2013 23:45,3,ug m-3,P
HG4,NO,21/01/2013 00:00,4,ug m-3,P
HG4,NO,21/01/2013 00:15,4,ug m-3,P
HG4,NO,21/01/2013 00:30,4,ug m-3,P
HG4,NO,21/01/2013 00:45,,ug m-3,P
HG4,NO,21/01/2013 01:00,,ug m-3,P
