Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
HG4,O3,2/1/2013 1:45,20,ug m-3,P
HG4,O3,2/1/2013 2:00,27,ug m-3,P
HG4,O3,2/1/2013 2:15,32,ug m-3,P
HG4,O3,2/1/2013 2:30,33,ug m-3,P
HG4,O3,2/1/2013 2:45,35,ug m-3,P
HG4,O3,2/1/2013 3:00,41,ug m-3,P
HG4,O3,2/1/2013 3:15,44,ug m-3,P
HG4,O3,2/1/2013 3:30,38,ug m-3,P
HG4,O3,2/1/2013 3:45,31,ug m-3,P
HG4,O3,2/1/2013 4:00,29,ug m-3,P
HG4,O3,2/1/2013 4:15,31,ug m-3,P
HG4,O3,2/1/2013 4:30,34,ug m-3,P
HG4,O3,2/1/2013 4:45,33,ug m-3,P
HG4,O3,2/1/2013 5:00,29,ug m-3,P
HG4,O3,2/1/2013 5:15,29,ug m-3,P
HG4,O3,2/1/2013 5:30,31,ug m-3,P
HG4,O3,2/1/2013 5:45,28,ug m-3,P
HG4,O3,2/1/2013 6:00,28,ug m-3,P
HG4,O3,2/1/2013 6:15,31,ug m-3,P
HG4,O3,2/1/2013 6:30,31,ug m-3,P
HG4,O3,2/1/2013 6:45,33,ug m-3,P
HG4,O3,2/1/2013 7:00,29,ug m-3,P
HG4,O3,2/1/2013 7:15,14,ug m-3,P
HG4,O3,2/1/2013 7:30,9,ug m-3,P
HG4,O3,2/1/2013 7:45,8,ug m-3,P
HG4,O3,2/1/2013 8:00,8,ug m-3,P
HG4,O3,2/1/2013 8:15,8,ug m-3,P
HG4,O3,2/1/2013 8:30,6,ug m-3,P
HG4,O3,2/1/2013 8:45,5,ug m-3,P
HG4,O3,2/1/2013 9:00,6,ug m-3,P
HG4,O3,2/1/2013 9:15,9,ug m-3,P
HG4,O3,2/1/2013 9:30,9,ug m-3,P
HG4,O3,2/1/2013 9:45,10,ug m-3,P
HG4,O3,2/1/2013 10:00,12,ug m-3,P
HG4,O3,2/1/2013 10:15,14,ug m-3,P
HG4,O3,2/1/2013 10:30,14,ug m-3,P
HG4,O3,2/1/2013 10:45,12,ug m-3,P
HG4,O3,2/1/2013 11:00,8,ug m-3,P
HG4,O3,2/1/2013 11:15,6,ug m-3,P
HG4,O3,2/1/2013 11:30,9,ug m-3,P
HG4,O3,2/1/2013 11:45,11,ug m-3,P
HG4,O3,2/1/2013 12:00,13,ug m-3,P
HG4,O3,2/1/2013 12:15,14,ug m-3,P
HG4,O3,2/1/2013 12:30,13,ug m-3,P
HG4,O3,2/1/2013 12:45,18,ug m-3,P
HG4,O3,2/1/2013 13:00,21,ug m-3,P
HG4,O3,2/1/2013 13:15,23,ug m-3,P
HG4,O3,2/1/2013 13:30,24,ug m-3,P
HG4,O3,2/1/2013 13:45,28,ug m-3,P
HG4,O3,2/1/2013 14:00,39,ug m-3,P
HG4,O3,2/1/2013 14:15,42,ug m-3,P
HG4,O3,2/1/2013 14:30,45,ug m-3,P
HG4,O3,2/1/2013 14:45,47,ug m-3,P
HG4,O3,2/1/2013 15:00,46,ug m-3,P
HG4,O3,2/1/2013 15:15,41,ug m-3,P
HG4,O3,2/1/2013 15:30,37,ug m-3,P
HG4,O3,2/1/2013 15:45,36,ug m-3,P
HG4,O3,2/1/2013 16:00,35,ug m-3,P
HG4,O3,2/1/2013 16:15,30,ug m-3,P
HG4,O3,2/1/2013 16:30,22,ug m-3,P
HG4,O3,2/1/2013 16:45,17,ug m-3,P
HG4,O3,2/1/2013 17:00,15,ug m-3,P
HG4,O3,2/1/2013 17:15,17,ug m-3,P
HG4,O3,2/1/2013 17:30,17,ug m-3,P
HG4,O3,2/1/2013 17:45,20,ug m-3,P
HG4,O3,2/1/2013 18:00,30,ug m-3,P
HG4,O3,2/1/2013 18:15,40,ug m-3,P
HG4,O3,2/1/2013 18:30,42,ug m-3,P
HG4,O3,2/1/2013 18:45,37,ug m-3,P
HG4,O3,2/1/2013 19:00,43,ug m-3,P
HG4,O3,2/1/2013 19:15,42,ug m-3,P
HG4,O3,2/1/2013 19:30,44,ug m-3,P
HG4,O3,2/1/2013 19:45,40,ug m-3,P
HG4,O3,2/1/2013 20:00,43,ug m-3,P
HG4,O3,2/1/2013 20:15,45,ug m-3,P
HG4,O3,2/1/2013 20:30,42,ug m-3,P
HG4,O3,2/1/2013 20:45,42,ug m-3,P
HG4,O3,2/1/2013 21:00,45,ug m-3,P
HG4,O3,2/1/2013 21:15,45,ug m-3,P
HG4,O3,2/1/2013 21:30,40,ug m-3,P
HG4,O3,2/1/2013 21:45,43,ug m-3,P
HG4,O3,2/1/2013 22:00,41,ug m-3,P
HG4,O3,2/1/2013 22:15,33,ug m-3,P
HG4,O3,2/1/2013 22:30,31,ug m-3,P
HG4,O3,2/1/2013 22:45,32,ug m-3,P
HG4,O3,2/1/2013 23:00,33,ug m-3,P
HG4,O3,2/1/2013 23:15,36,ug m-3,P
HG4,O3,2/1/2013 23:30,35,ug m-3,P
HG4,O3,2/1/2013 23:45,40,ug m-3,P
HG4,O3,3/1/2013 0:00,46,ug m-3,P
HG4,O3,3/1/2013 0:15,43,ug m-3,P
HG4,O3,3/1/2013 0:30,37,ug m-3,P
HG4,O3,3/1/2013 0:45,,ug m-3,P
HG4,O3,3/1/2013 1:00,,ug m-3,P
HG4,O3,3/1/2013 1:15,46,ug m-3,P
HG4,O3,3/1/2013 1:30,49,ug m-3,P
HG4,O3,3/1/2013 1:45,59,ug m-3,P
HG4,O3,3/1/2013 2:00,60,ug m-3,P
HG4,O3,3/1/2013 2:15,61,ug m-3,P
HG4,O3,3/1/2013 2:30,63,ug m-3,P
HG4,O3,3/1/2013 2:45,65,ug m-3,P
HG4,O3,3/1/2013 3:00,62,ug m-3,P
HG4,O3,3/1/2013 3:15,58,ug m-3,P
HG4,O3,3/1/2013 3:30,57,ug m-3,P
HG4,O3,3/1/2013 3:45,61,ug m-3,P
HG4,O3,3/1/2013 4:00,59,ug m-3,P
HG4,O3,3/1/2013 4:15,56,ug m-3,P
HG4,O3,3/1/2013 4:30,58,ug m-3,P
HG4,O3,3/1/2013 4:45,57,ug m-3,P
HG4,O3,3/1/2013 5:00,54,ug m-3,P
HG4,O3,3/1/2013 5:15,55,ug m-3,P
HG4,O3,3/1/2013 5:30,53,ug m-3,P
HG4,O3,3/1/2013 5:45,50,ug m-3,P
HG4,O3,3/1/2013 6:00,52,ug m-3,P
HG4,O3,3/1/2013 6:15,56,ug m-3,P
HG4,O3,3/1/2013 6:30,49,ug m-3,P
HG4,O3,3/1/2013 6:45,49,ug m-3,P
HG4,O3,3/1/2013 7:00,47,ug m-3,P
HG4,O3,3/1/2013 7:15,44,ug m-3,P
HG4,O3,3/1/2013 7:30,38,ug m-3,P
HG4,O3,3/1/2013 7:45,39,ug m-3,P
HG4,O3,3/1/2013 8:00,38,ug m-3,P
HG4,O3,3/1/2013 8:15,30,ug m-3,P
HG4,O3,3/1/2013 8:30,32,ug m-3,P
HG4,O3,3/1/2013 8:45,34,ug m-3,P
HG4,O3,3/1/2013 9:00,37,ug m-3,P
HG4,O3,3/1/2013 9:15,40,ug m-3,P
HG4,O3,3/1/2013 9:30,42,ug m-3,P
HG4,O3,3/1/2013 9:45,40,ug m-3,P
HG4,O3,3/1/2013 10:00,38,ug m-3,P
HG4,O3,3/1/2013 10:15,42,ug m-3,P
HG4,O3,3/1/2013 10:30,43,ug m-3,P
HG4,O3,3/1/2013 10:45,41,ug m-3,P
HG4,O3,3/1/2013 11:00,43,ug m-3,P
HG4,O3,3/1/2013 11:15,51,ug m-3,P
HG4,O3,3/1/2013 11:30,51,ug m-3,P
HG4,O3,3/1/2013 11:45,45,ug m-3,P
HG4,O3,3/1/2013 12:00,53,ug m-3,P
HG4,O3,3/1/2013 12:15,54,ug m-3,P
HG4,O3,3/1/2013 12:30,54,ug m-3,P
HG4,O3,3/1/2013 12:45,47,ug m-3,P
HG4,O3,3/1/2013 13:00,43,ug m-3,P
HG4,O3,3/1/2013 13:15,48,ug m-3,P
HG4,O3,3/1/2013 13:30,50,ug m-3,P
HG4,O3,3/1/2013 13:45,53,ug m-3,P
HG4,O3,3/1/2013 14:00,52,ug m-3,P
HG4,O3,3/1/2013 14:15,51,ug m-3,P
HG4,O3,3/1/2013 14:30,49,ug m-3,P
HG4,O3,3/1/2013 14:45,61,ug m-3,P
HG4,O3,3/1/2013 15:00,55,ug m-3,P
HG4,O3,3/1/2013 15:15,51,ug m-3,P
HG4,O3,3/1/2013 15:30,45,ug m-3,P
HG4,O3,3/1/2013 15:45,39,ug m-3,P
HG4,O3,3/1/2013 16:00,32,ug m-3,P
HG4,O3,3/1/2013 16:15,37,ug m-3,P
HG4,O3,3/1/2013 16:30,38,ug m-3,P
HG4,O3,3/1/2013 16:45,44,ug m-3,P
HG4,O3,3/1/2013 17:00,35,ug m-3,P
HG4,O3,3/1/2013 17:15,39,ug m-3,P
HG4,O3,3/1/2013 17:30,38,ug m-3,P
HG4,O3,3/1/2013 17:45,40,ug m-3,P
HG4,O3,3/1/2013 18:00,48,ug m-3,P
HG4,O3,3/1/2013 18:15,46,ug m-3,P
HG4,O3,3/1/2013 18:30,42,ug m-3,P
HG4,O3,3/1/2013 18:45,39,ug m-3,P
HG4,O3,3/1/2013 19:00,44,ug m-3,P
HG4,O3,3/1/2013 19:15,41,ug m-3,P
HG4,O3,3/1/2013 19:30,41,ug m-3,P
HG4,O3,3/1/2013 19:45,48,ug m-3,P
HG4,O3,3/1/2013 20:00,50,ug m-3,P
HG4,O3,3/1/2013 20:15,52,ug m-3,P
HG4,O3,3/1/2013 20:30,51,ug m-3,P
HG4,O3,3/1/2013 20:45,51,ug m-3,P
HG4,O3,3/1/2013 21:00,57,ug m-3,P
HG4,O3,3/1/2013 21:15,59,ug m-3,P
HG4,O3,3/1/2013 21:30,58,ug m-3,P
HG4,O3,3/1/2013 21:45,61,ug m-3,P
HG4,O3,3/1/2013 22:00,61,ug m-3,P
HG4,O3,3/1/2013 22:15,63,ug m-3,P
HG4,O3,3/1/2013 22:30,65,ug m-3,P
HG4,O3,3/1/2013 22:45,65,ug m-3,P
HG4,O3,3/1/2013 23:00,63,ug m-3,P
HG4,O3,3/1/2013 23:15,62,ug m-3,P
HG4,O3,3/1/2013 23:30,73,ug m-3,P
HG4,O3,3/1/2013 23:45,75,ug m-3,P
HG4,O3,4/1/2013 0:00,73,ug m-3,P
HG4,O3,4/1/2013 0:15,71,ug m-3,P
HG4,O3,4/1/2013 0:30,67,ug m-3,P
HG4,O3,4/1/2013 0:45,,ug m-3,P
HG4,O3,4/1/2013 1:00,,ug m-3,P
HG4,O3,4/1/2013 1:15,79,ug m-3,P
HG4,O3,4/1/2013 1:30,80,ug m-3,P
HG4,O3,4/1/2013 1:45,82,ug m-3,P
HG4,O3,4/1/2013 2:00,81,ug m-3,P
HG4,O3,4/1/2013 2:15,86,ug m-3,P
HG4,O3,4/1/2013 2:30,85,ug m-3,P
HG4,O3,4/1/2013 2:45,81,ug m-3,P
HG4,O3,4/1/2013 3:00,84,ug m-3,P
HG4,O3,4/1/2013 3:15,78,ug m-3,P
HG4,O3,4/1/2013 3:30,82,ug m-3,P
HG4,O3,4/1/2013 3:45,82,ug m-3,P
HG4,O3,4/1/2013 4:00,87,ug m-3,P
HG4,O3,4/1/2013 4:15,87,ug m-3,P
HG4,O3,4/1/2013 4:30,85,ug m-3,P
HG4,O3,4/1/2013 4:45,83,ug m-3,P
HG4,O3,4/1/2013 5:00,81,ug m-3,P
HG4,O3,4/1/2013 5:15,79,ug m-3,P
HG4,O3,4/1/2013 5:30,78,ug m-3,P
HG4,O3,4/1/2013 5:45,80,ug m-3,P
HG4,O3,4/1/2013 6:00,75,ug m-3,P
HG4,O3,4/1/2013 6:15,76,ug m-3,P
HG4,O3,4/1/2013 6:30,75,ug m-3,P
HG4,O3,4/1/2013 6:45,76,ug m-3,P
HG4,O3,4/1/2013 7:00,72,ug m-3,P
HG4,O3,4/1/2013 7:15,67,ug m-3,P
HG4,O3,4/1/2013 7:30,61,ug m-3,P
HG4,O3,4/1/2013 7:45,65,ug m-3,P
HG4,O3,4/1/2013 8:00,62,ug m-3,P
HG4,O3,4/1/2013 8:15,64,ug m-3,P
HG4,O3,4/1/2013 8:30,70,ug m-3,P
HG4,O3,4/1/2013 8:45,65,ug m-3,P
HG4,O3,4/1/2013 9:00,65,ug m-3,P
HG4,O3,4/1/2013 9:15,74,ug m-3,P
HG4,O3,4/1/2013 9:30,73,ug m-3,P
HG4,O3,4/1/2013 9:45,73,ug m-3,P
HG4,O3,4/1/2013 10:00,73,ug m-3,P
HG4,O3,4/1/2013 10:15,67,ug m-3,P
HG4,O3,4/1/2013 10:30,64,ug m-3,P
HG4,O3,4/1/2013 10:45,62,ug m-3,P
HG4,O3,4/1/2013 11:00,63,ug m-3,P
HG4,O3,4/1/2013 11:15,67,ug m-3,P
HG4,O3,4/1/2013 11:30,69,ug m-3,P
HG4,O3,4/1/2013 11:45,67,ug m-3,P
HG4,O3,4/1/2013 12:00,73,ug m-3,P
HG4,O3,4/1/2013 12:15,77,ug m-3,P
HG4,O3,4/1/2013 12:30,77,ug m-3,P
HG4,O3,4/1/2013 12:45,72,ug m-3,P
HG4,O3,4/1/2013 13:00,70,ug m-3,P
HG4,O3,4/1/2013 13:15,81,ug m-3,P
HG4,O3,4/1/2013 13:30,68,ug m-3,P
HG4,O3,4/1/2013 13:45,66,ug m-3,P
HG4,O3,4/1/2013 14:00,72,ug m-3,P
HG4,O3,4/1/2013 14:15,72,ug m-3,P
HG4,O3,4/1/2013 14:30,66,ug m-3,P
HG4,O3,4/1/2013 14:45,56,ug m-3,P
HG4,O3,4/1/2013 15:00,66,ug m-3,P
HG4,O3,4/1/2013 15:15,63,ug m-3,P
HG4,O3,4/1/2013 15:30,63,ug m-3,P
HG4,O3,4/1/2013 15:45,65,ug m-3,P
HG4,O3,4/1/2013 16:00,61,ug m-3,P
HG4,O3,4/1/2013 16:15,53,ug m-3,P
HG4,O3,4/1/2013 16:30,50,ug m-3,P
HG4,O3,4/1/2013 16:45,53,ug m-3,P
HG4,O3,4/1/2013 17:00,46,ug m-3,P
HG4,O3,4/1/2013 17:15,52,ug m-3,P
HG4,O3,4/1/2013 17:30,41,ug m-3,P
HG4,O3,4/1/2013 17:45,34,ug m-3,P
HG4,O3,4/1/2013 18:00,29,ug m-3,P
HG4,O3,4/1/2013 18:15,21,ug m-3,P
HG4,O3,4/1/2013 18:30,28,ug m-3,P
HG4,O3,4/1/2013 18:45,26,ug m-3,P
HG4,O3,4/1/2013 19:00,31,ug m-3,P
HG4,O3,4/1/2013 19:15,46,ug m-3,P
HG4,O3,4/1/2013 19:30,44,ug m-3,P
HG4,O3,4/1/2013 19:45,43,ug m-3,P
HG4,O3,4/1/2013 20:00,41,ug m-3,P
HG4,O3,4/1/2013 20:15,45,ug m-3,P
HG4,O3,4/1/2013 20:30,55,ug m-3,P
HG4,O3,4/1/2013 20:45,56,ug m-3,P
HG4,O3,4/1/2013 21:00,50,ug m-3,P
HG4,O3,4/1/2013 21:15,49,ug m-3,P
HG4,O3,4/1/2013 21:30,48,ug m-3,P
HG4,O3,4/1/2013 21:45,48,ug m-3,P
HG4,O3,4/1/2013 22:00,50,ug m-3,P
HG4,O3,4/1/2013 22:15,54,ug m-3,P
HG4,O3,4/1/2013 22:30,52,ug m-3,P
HG4,O3,4/1/2013 22:45,49,ug m-3,P
HG4,O3,4/1/2013 23:00,57,ug m-3,P
HG4,O3,4/1/2013 23:15,57,ug m-3,P
HG4,O3,4/1/2013 23:30,58,ug m-3,P
HG4,O3,4/1/2013 23:45,58,ug m-3,P
HG4,O3,5/1/2013 0:00,51,ug m-3,P
HG4,O3,5/1/2013 0:15,50,ug m-3,P
HG4,O3,5/1/2013 0:30,57,ug m-3,P
HG4,O3,5/1/2013 0:45,,ug m-3,P
HG4,O3,5/1/2013 1:00,,ug m-3,P
HG4,O3,5/1/2013 1:15,51,ug m-3,P
HG4,O3,5/1/2013 1:30,48,ug m-3,P
HG4,O3,5/1/2013 1:45,47,ug m-3,P
HG4,O3,5/1/2013 2:00,57,ug m-3,P
HG4,O3,5/1/2013 2:15,65,ug m-3,P
HG4,O3,5/1/2013 2:30,63,ug m-3,P
HG4,O3,5/1/2013 2:45,66,ug m-3,P
HG4,O3,5/1/2013 3:00,64,ug m-3,P
HG4,O3,5/1/2013 3:15,66,ug m-3,P
HG4,O3,5/1/2013 3:30,75,ug m-3,P
HG4,O3,5/1/2013 3:45,70,ug m-3,P
HG4,O3,5/1/2013 4:00,72,ug m-3,P
HG4,O3,5/1/2013 4:15,72,ug m-3,P
HG4,O3,5/1/2013 4:30,68,ug m-3,P
HG4,O3,5/1/2013 4:45,68,ug m-3,P
HG4,O3,5/1/2013 5:00,63,ug m-3,P
HG4,O3,5/1/2013 5:15,58,ug m-3,P
HG4,O3,5/1/2013 5:30,59,ug m-3,P
HG4,O3,5/1/2013 5:45,54,ug m-3,P
HG4,O3,5/1/2013 6:00,47,ug m-3,P
HG4,O3,5/1/2013 6:15,46,ug m-3,P
HG4,O3,5/1/2013 6:30,44,ug m-3,P
HG4,O3,5/1/2013 6:45,43,ug m-3,P
HG4,O3,5/1/2013 7:00,38,ug m-3,P
HG4,O3,5/1/2013 7:15,35,ug m-3,P
HG4,O3,5/1/2013 7:30,26,ug m-3,P
HG4,O3,5/1/2013 7:45,22,ug m-3,P
HG4,O3,5/1/2013 8:00,23,ug m-3,P
HG4,O3,5/1/2013 8:15,16,ug m-3,P
HG4,O3,5/1/2013 8:30,15,ug m-3,P
HG4,O3,5/1/2013 8:45,16,ug m-3,P
HG4,O3,5/1/2013 9:00,16,ug m-3,P
HG4,O3,5/1/2013 9:15,22,ug m-3,P
HG4,O3,5/1/2013 9:30,20,ug m-3,P
HG4,O3,5/1/2013 9:45,19,ug m-3,P
HG4,O3,5/1/2013 10:00,20,ug m-3,P
HG4,O3,5/1/2013 10:15,20,ug m-3,P
HG4,O3,5/1/2013 10:30,21,ug m-3,P
HG4,O3,5/1/2013 10:45,21,ug m-3,P
HG4,O3,5/1/2013 11:00,24,ug m-3,P
HG4,O3,5/1/2013 11:15,23,ug m-3,P
HG4,O3,5/1/2013 11:30,25,ug m-3,P
HG4,O3,5/1/2013 11:45,37,ug m-3,P
HG4,O3,5/1/2013 12:00,46,ug m-3,P
HG4,O3,5/1/2013 12:15,51,ug m-3,P
HG4,O3,5/1/2013 12:30,50,ug m-3,P
HG4,O3,5/1/2013 12:45,62,ug m-3,P
HG4,O3,5/1/2013 13:00,60,ug m-3,P
HG4,O3,5/1/2013 13:15,61,ug m-3,P
HG4,O3,5/1/2013 13:30,60,ug m-3,P
HG4,O3,5/1/2013 13:45,59,ug m-3,P
HG4,O3,5/1/2013 14:00,58,ug m-3,P
HG4,O3,5/1/2013 14:15,66,ug m-3,P
HG4,O3,5/1/2013 14:30,61,ug m-3,P
HG4,O3,5/1/2013 14:45,65,ug m-3,P
HG4,O3,5/1/2013 15:00,63,ug m-3,P
HG4,O3,5/1/2013 15:15,61,ug m-3,P
HG4,O3,5/1/2013 15:30,61,ug m-3,P
HG4,O3,5/1/2013 15:45,53,ug m-3,P
HG4,O3,5/1/2013 16:00,47,ug m-3,P
HG4,O3,5/1/2013 16:15,41,ug m-3,P
HG4,O3,5/1/2013 16:30,51,ug m-3,P
HG4,O3,5/1/2013 16:45,59,ug m-3,P
HG4,O3,5/1/2013 17:00,61,ug m-3,P
HG4,O3,5/1/2013 17:15,52,ug m-3,P
HG4,O3,5/1/2013 17:30,60,ug m-3,P
HG4,O3,5/1/2013 17:45,56,ug m-3,P
HG4,O3,5/1/2013 18:00,57,ug m-3,P
HG4,O3,5/1/2013 18:15,53,ug m-3,P
HG4,O3,5/1/2013 18:30,49,ug m-3,P
HG4,O3,5/1/2013 18:45,51,ug m-3,P
HG4,O3,5/1/2013 19:00,51,ug m-3,P
HG4,O3,5/1/2013 19:15,48,ug m-3,P
HG4,O3,5/1/2013 19:30,39,ug m-3,P
HG4,O3,5/1/2013 19:45,39,ug m-3,P
HG4,O3,5/1/2013 20:00,38,ug m-3,P
HG4,O3,5/1/2013 20:15,33,ug m-3,P
HG4,O3,5/1/2013 20:30,32,ug m-3,P
HG4,O3,5/1/2013 20:45,33,ug m-3,P
HG4,O3,5/1/2013 21:00,40,ug m-3,P
HG4,O3,5/1/2013 21:15,36,ug m-3,P
HG4,O3,5/1/2013 21:30,25,ug m-3,P
HG4,O3,5/1/2013 21:45,22,ug m-3,P
HG4,O3,5/1/2013 22:00,27,ug m-3,P
HG4,O3,5/1/2013 22:15,21,ug m-3,P
HG4,O3,5/1/2013 22:30,8,ug m-3,P
HG4,O3,5/1/2013 22:45,5,ug m-3,P
HG4,O3,5/1/2013 23:00,7,ug m-3,P
HG4,O3,5/1/2013 23:15,10,ug m-3,P
HG4,O3,5/1/2013 23:30,13,ug m-3,P
HG4,O3,5/1/2013 23:45,15,ug m-3,P
HG4,O3,6/1/2013 0:00,31,ug m-3,P
HG4,O3,6/1/2013 0:15,35,ug m-3,P
HG4,O3,6/1/2013 0:30,43,ug m-3,P
HG4,O3,6/1/2013 0:45,,ug m-3,P
HG4,O3,6/1/2013 1:00,,ug m-3,P
HG4,O3,6/1/2013 1:15,39,ug m-3,P
HG4,O3,6/1/2013 1:30,41,ug m-3,P
HG4,O3,6/1/2013 1:45,41,ug m-3,P
HG4,O3,6/1/2013 2:00,38,ug m-3,P
HG4,O3,6/1/2013 2:15,37,ug m-3,P
HG4,O3,6/1/2013 2:30,34,ug m-3,P
HG4,O3,6/1/2013 2:45,27,ug m-3,P
HG4,O3,6/1/2013 3:00,22,ug m-3,P
HG4,O3,6/1/2013 3:15,23,ug m-3,P
HG4,O3,6/1/2013 3:30,30,ug m-3,P
HG4,O3,6/1/2013 3:45,36,ug m-3,P
HG4,O3,6/1/2013 4:00,39,ug m-3,P
HG4,O3,6/1/2013 4:15,39,ug m-3,P
HG4,O3,6/1/2013 4:30,36,ug m-3,P
HG4,O3,6/1/2013 4:45,42,ug m-3,P
HG4,O3,6/1/2013 5:00,44,ug m-3,P
HG4,O3,6/1/2013 5:15,42,ug m-3,P
HG4,O3,6/1/2013 5:30,41,ug m-3,P
HG4,O3,6/1/2013 5:45,44,ug m-3,P
HG4,O3,6/1/2013 6:00,46,ug m-3,P
HG4,O3,6/1/2013 6:15,46,ug m-3,P
HG4,O3,6/1/2013 6:30,53,ug m-3,P
HG4,O3,6/1/2013 6:45,50,ug m-3,P
HG4,O3,6/1/2013 7:00,46,ug m-3,P
HG4,O3,6/1/2013 7:15,43,ug m-3,P
HG4,O3,6/1/2013 7:30,36,ug m-3,P
HG4,O3,6/1/2013 7:45,22,ug m-3,P
HG4,O3,6/1/2013 8:00,16,ug m-3,P
HG4,O3,6/1/2013 8:15,16,ug m-3,P
HG4,O3,6/1/2013 8:30,15,ug m-3,P
HG4,O3,6/1/2013 8:45,13,ug m-3,P
HG4,O3,6/1/2013 9:00,17,ug m-3,P
HG4,O3,6/1/2013 9:15,15,ug m-3,P
HG4,O3,6/1/2013 9:30,19,ug m-3,P
HG4,O3,6/1/2013 9:45,19,ug m-3,P
HG4,O3,6/1/2013 10:00,18,ug m-3,P
HG4,O3,6/1/2013 10:15,17,ug m-3,P
HG4,O3,6/1/2013 10:30,17,ug m-3,P
HG4,O3,6/1/2013 10:45,9,ug m-3,P
HG4,O3,6/1/2013 11:00,22,ug m-3,P
HG4,O3,6/1/2013 11:15,40,ug m-3,P
HG4,O3,6/1/2013 11:30,36,ug m-3,P
HG4,O3,6/1/2013 11:45,21,ug m-3,P
HG4,O3,6/1/2013 12:00,13,ug m-3,P
HG4,O3,6/1/2013 12:15,20,ug m-3,P
HG4,O3,6/1/2013 12:30,15,ug m-3,P
HG4,O3,6/1/2013 12:45,23,ug m-3,P
HG4,O3,6/1/2013 13:00,26,ug m-3,P
HG4,O3,6/1/2013 13:15,32,ug m-3,P
HG4,O3,6/1/2013 13:30,35,ug m-3,P
HG4,O3,6/1/2013 13:45,34,ug m-3,P
HG4,O3,6/1/2013 14:00,35,ug m-3,P
HG4,O3,6/1/2013 14:15,38,ug m-3,P
HG4,O3,6/1/2013 14:30,29,ug m-3,P
HG4,O3,6/1/2013 14:45,31,ug m-3,P
HG4,O3,6/1/2013 15:00,28,ug m-3,P
HG4,O3,6/1/2013 15:15,30,ug m-3,P
HG4,O3,6/1/2013 15:30,26,ug m-3,P
HG4,O3,6/1/2013 15:45,27,ug m-3,P
HG4,O3,6/1/2013 16:00,26,ug m-3,P
HG4,O3,6/1/2013 16:15,24,ug m-3,P
HG4,O3,6/1/2013 16:30,26,ug m-3,P
HG4,O3,6/1/2013 16:45,24,ug m-3,P
HG4,O3,6/1/2013 17:00,15,ug m-3,P
HG4,O3,6/1/2013 17:15,14,ug m-3,P
HG4,O3,6/1/2013 17:30,8,ug m-3,P
HG4,O3,6/1/2013 17:45,7,ug m-3,P
HG4,O3,6/1/2013 18:00,11,ug m-3,P
HG4,O3,6/1/2013 18:15,5,ug m-3,P
HG4,O3,6/1/2013 18:30,9,ug m-3,P
HG4,O3,6/1/2013 18:45,16,ug m-3,P
HG4,O3,6/1/2013 19:00,10,ug m-3,P
HG4,O3,6/1/2013 19:15,13,ug m-3,P
HG4,O3,6/1/2013 19:30,10,ug m-3,P
HG4,O3,6/1/2013 19:45,21,ug m-3,P
HG4,O3,6/1/2013 20:00,26,ug m-3,P
HG4,O3,6/1/2013 20:15,23,ug m-3,P
HG4,O3,6/1/2013 20:30,20,ug m-3,P
HG4,O3,6/1/2013 20:45,24,ug m-3,P
HG4,O3,6/1/2013 21:00,19,ug m-3,P
HG4,O3,6/1/2013 21:15,19,ug m-3,P
HG4,O3,6/1/2013 21:30,19,ug m-3,P
HG4,O3,6/1/2013 21:45,34,ug m-3,P
HG4,O3,6/1/2013 22:00,54,ug m-3,P
HG4,O3,6/1/2013 22:15,47,ug m-3,P
HG4,O3,6/1/2013 22:30,49,ug m-3,P
HG4,O3,6/1/2013 22:45,53,ug m-3,P
HG4,O3,6/1/2013 23:00,51,ug m-3,P
HG4,O3,6/1/2013 23:15,54,ug m-3,P
HG4,O3,6/1/2013 23:30,49,ug m-3,P
HG4,O3,6/1/2013 23:45,50,ug m-3,P
HG4,O3,7/1/2013 0:00,58,ug m-3,P
HG4,O3,7/1/2013 0:15,60,ug m-3,P
HG4,O3,7/1/2013 0:30,50,ug m-3,P
HG4,O3,7/1/2013 0:45,,ug m-3,P
HG4,O3,7/1/2013 1:00,,ug m-3,P
HG4,O3,7/1/2013 1:15,53,ug m-3,P
HG4,O3,7/1/2013 1:30,54,ug m-3,P
HG4,O3,7/1/2013 1:45,54,ug m-3,P
HG4,O3,7/1/2013 2:00,48,ug m-3,P
HG4,O3,7/1/2013 2:15,55,ug m-3,P
HG4,O3,7/1/2013 2:30,50,ug m-3,P
HG4,O3,7/1/2013 2:45,48,ug m-3,P
HG4,O3,7/1/2013 3:00,49,ug m-3,P
HG4,O3,7/1/2013 3:15,42,ug m-3,P
HG4,O3,7/1/2013 3:30,42,ug m-3,P
HG4,O3,7/1/2013 3:45,40,ug m-3,P
HG4,O3,7/1/2013 4:00,39,ug m-3,P
HG4,O3,7/1/2013 4:15,40,ug m-3,P
HG4,O3,7/1/2013 4:30,37,ug m-3,P
HG4,O3,7/1/2013 4:45,42,ug m-3,P
HG4,O3,7/1/2013 5:00,37,ug m-3,P
HG4,O3,7/1/2013 5:15,33,ug m-3,P
HG4,O3,7/1/2013 5:30,35,ug m-3,P
HG4,O3,7/1/2013 5:45,31,ug m-3,P
HG4,O3,7/1/2013 6:00,28,ug m-3,P
HG4,O3,7/1/2013 6:15,26,ug m-3,P
